,RaceIndexId,RaceId,Year,Round,CircuitId,DriverId,ConstructorId,QualifyingPosition,GridNumber,DriverPosition,TotalDriverPoints,ConstructorPoints,ConstructorPosition
270,559,268,1994,12,14,56.0,17.0,9.0,9.0,\N,1.0,17.0,5.0
271,559,268,1994,12,14,50.0,22.0,10.0,10.0,\N,8.0,85.0,1.0
272,559,268,1994,12,14,49.0,15.0,11.0,11.0,\N,5.0,10.0,8.0
273,559,268,1994,12,14,103.0,27.0,12.0,12.0,7,4.0,11.0,7.0
274,559,268,1994,12,14,70.0,32.0,13.0,13.0,\N,0.0,0.0,12.0
275,559,268,1994,12,14,79.0,25.0,14.0,14.0,\N,5.0,13.0,6.0
276,559,268,1994,12,14,84.0,1.0,15.0,15.0,5,11.0,29.0,4.0
277,559,268,1994,12,14,22.0,17.0,16.0,16.0,4,13.0,17.0,5.0
278,559,268,1994,12,14,81.0,29.0,17.0,17.0,\N,3.0,9.0,9.0
279,559,268,1994,12,14,94.0,18.0,18.0,18.0,\N,4.0,5.0,10.0
280,559,268,1994,12,14,104.0,29.0,19.0,19.0,\N,6.0,9.0,9.0
281,559,268,1994,12,14,109.0,22.0,20.0,20.0,9,1.0,85.0,1.0
282,559,268,1994,12,14,87.0,25.0,21.0,21.0,\N,8.0,13.0,6.0
283,559,268,1994,12,14,105.0,18.0,22.0,22.0,\N,1.0,5.0,10.0
284,559,268,1994,12,14,114.0,33.0,23.0,23.0,\N,0.0,2.0,11.0
285,559,268,1994,12,14,100.0,33.0,24.0,24.0,8,2.0,2.0,11.0
286,559,268,1994,12,14,111.0,31.0,25.0,25.0,\N,0.0,0.0,13.0
287,559,268,1994,12,14,101.0,31.0,26.0,26.0,\N,0.0,0.0,13.0
288,560,269,1994,13,27,77.0,6.0,1.0,1.0,\N,33.0,58.0,3.0
289,560,269,1994,13,27,71.0,3.0,2.0,2.0,1,75.0,89.0,1.0
290,560,269,1994,13,27,14.0,3.0,3.0,3.0,2,14.0,89.0,1.0
291,560,269,1994,13,27,57.0,1.0,4.0,4.0,3,22.0,34.0,4.0
292,560,269,1994,13,27,55.0,6.0,5.0,5.0,\N,19.0,58.0,3.0
293,560,269,1994,13,27,79.0,25.0,6.0,6.0,\N,5.0,13.0,6.0
294,560,269,1994,13,27,84.0,1.0,7.0,7.0,6,12.0,34.0,4.0
295,560,269,1994,13,27,22.0,17.0,8.0,8.0,4,16.0,20.0,5.0
296,560,269,1994,13,27,49.0,15.0,9.0,9.0,\N,5.0,10.0,8.0
297,560,269,1994,13,27,50.0,22.0,10.0,10.0,5,10.0,87.0,2.0
298,560,269,1994,13,27,104.0,29.0,11.0,11.0,8,6.0,9.0,9.0
299,560,269,1994,13,27,87.0,25.0,12.0,12.0,\N,8.0,13.0,6.0
300,560,269,1994,13,27,56.0,17.0,13.0,13.0,7,1.0,20.0,5.0
301,560,269,1994,13,27,109.0,22.0,14.0,14.0,\N,1.0,87.0,2.0
302,560,269,1994,13,27,44.0,27.0,15.0,15.0,\N,7.0,11.0,7.0
303,560,269,1994,13,27,81.0,29.0,16.0,16.0,9,3.0,9.0,9.0
304,560,269,1994,13,27,110.0,15.0,17.0,17.0,\N,4.0,10.0,8.0
305,560,269,1994,13,27,94.0,18.0,18.0,18.0,12,4.0,5.0,10.0
306,560,269,1994,13,27,105.0,18.0,19.0,19.0,13,1.0,5.0,10.0
307,560,269,1994,13,27,65.0,32.0,20.0,20.0,11,0.0,0.0,12.0
308,560,269,1994,13,27,103.0,27.0,21.0,21.0,10,4.0,11.0,7.0
